narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
P01_09_685,P01,P01_09,00:47:10.400,00:47:09.75,00:47:11.75,169785,169905,take olive,take,0,olive,83,['olive'],[83]
P01_09_686,P01,P01_09,00:47:11.410,00:47:11.85,00:47:13.85,169911,170031,eat olives,eat,35,olive,83,['olive'],[83]
P01_09_687,P01,P01_09,00:47:15.029,00:47:14.95,00:47:16.45,170097,170187,open cupboard,open,3,cupboard,3,['cupboard'],[3]
P01_09_688,P01,P01_09,00:47:18.979,00:47:16.55,00:47:19.80,170193,170388,take bowl,take,0,bowl,7,['bowl'],[7]
P01_09_689,P01,P01_09,00:47:22.430,00:47:21.43,00:47:22.93,170485,170575,move bowl and rolling pin,move,11,bowl,7,"['bowl', 'pin:rolling']","[7, 136]"
P01_09_69,P01,P01_09,00:03:17.860,00:03:17.59,00:03:20.40,11855,12024,pour salt,pour,9,salt,38,['salt'],[38]
P01_09_690,P01,P01_09,00:47:24.130,00:47:24.00,00:47:25.05,170640,170703,put down rolling pin,put-down,1,pin:rolling,136,['pin:rolling'],[136]
P01_09_691,P01,P01_09,00:47:26.910,00:47:25.55,00:47:34.32,170733,171259,pour mushrooms into bowl,pour-into,9,mushroom,56,"['mushroom', 'bowl']","[56, 7]"
P01_09_692,P01,P01_09,00:47:34.479,00:47:34.33,00:47:36.50,171259,171390,put down plate,put-down,1,plate,2,['plate'],[2]
P01_09_693,P01,P01_09,00:47:38.549,00:47:38.12,00:47:39.81,171487,171588,take plate,take,0,plate,2,['plate'],[2]
P01_09_694,P01,P01_09,00:47:40.900,00:47:40.05,00:47:45.90,171603,171954,pour potatoes into bowl,pour-into,9,potato,30,"['potato', 'bowl']","[30, 7]"
P01_09_695,P01,P01_09,00:47:45.969,00:47:46.50,00:47:47.91,171990,172074,take potato,take,0,potato,30,['potato'],[30]
P01_09_696,P01,P01_09,00:47:47.040,00:47:47.40,00:47:48.19,172044,172091,put potato into bowl,put-into,5,potato,30,"['potato', 'bowl']","[30, 7]"
P01_09_697,P01,P01_09,00:47:48.440,00:47:48.65,00:47:51.09,172119,172265,put down plate,put-down,1,plate,2,['plate'],[2]
P01_09_698,P01,P01_09,00:47:51.380,00:47:51.55,00:47:54.08,172293,172444,take olives,take,0,olive,83,['olive'],[83]
P01_09_699,P01,P01_09,00:47:52.380,00:47:54.01,00:47:55.20,172440,172512,eat olives,eat,35,olive,83,['olive'],[83]
P01_09_7,P01,P01_09,00:00:17.880,00:00:17.46,00:00:18.92,1047,1135,take something off bag,take-off,12,bag,19,['bag'],[19]
P01_09_70,P01,P01_09,00:03:20.680,00:03:20.19,00:03:20.69,12011,12041,close salt,close,4,salt,38,['salt'],[38]
P01_09_700,P01,P01_09,00:47:56.359,00:47:55.85,00:48:06.16,172551,173169,dry hands,dry,14,hand,11,['hand'],[11]
P01_09_701,P01,P01_09,00:47:57.859,00:47:56.97,00:47:59.57,172618,172774,take paper,take,0,paper,49,['paper'],[49]
P01_09_702,P01,P01_09,00:48:01.039,00:48:00.11,00:48:03.08,172806,172984,put plate into sink,put-into,5,plate,2,"['plate', 'sink']","[2, 63]"
P01_09_703,P01,P01_09,00:48:06.369,00:48:05.93,00:48:06.60,173155,173196,open bin,open,3,bin,36,['bin'],[36]
P01_09_704,P01,P01_09,00:48:07.369,00:48:06.63,00:48:07.58,173197,173254,throw paper,throw,13,paper,49,['paper'],[49]
P01_09_705,P01,P01_09,00:48:08.369,00:48:07.18,00:48:07.95,173230,173277,close bin,close,4,bin,36,['bin'],[36]
P01_09_706,P01,P01_09,00:48:09.859,00:48:09.46,00:48:10.24,173367,173414,open drawer,open,3,drawer,8,['drawer'],[8]
P01_09_707,P01,P01_09,00:48:12.249,00:48:10.35,00:48:13.08,173421,173584,take knife,take,0,knife,4,['knife'],[4]
P01_09_708,P01,P01_09,00:48:14.709,00:48:14.91,00:48:15.53,173694,173731,put down knife and fork,put-down,1,knife,4,"['knife', 'fork']","[4, 14]"
P01_09_709,P01,P01_09,00:48:16.579,00:48:16.37,00:48:17.28,173782,173836,open cupboard,open,3,cupboard,3,['cupboard'],[3]
P01_09_71,P01,P01_09,00:03:21.680,00:03:20.70,00:03:21.38,12042,12082,put down salt,put-down,1,salt,38,['salt'],[38]
P01_09_710,P01,P01_09,00:48:19.660,00:48:19.30,00:48:20.36,173958,174021,close cupboard,close,4,cupboard,3,['cupboard'],[3]
P01_09_711,P01,P01_09,00:48:22.509,00:48:21.78,00:48:22.46,174106,174147,take glass,take,0,glass,10,['glass'],[10]
P01_09_712,P01,P01_09,00:48:23.509,00:48:22.56,00:48:23.12,174153,174187,take can,take,0,can,61,['can'],[61]
P01_09_713,P01,P01_09,00:48:24.509,00:48:23.48,00:48:27.79,174208,174467,open can,open,3,can,61,['can'],[61]
P01_09_714,P01,P01_09,00:48:29.359,00:48:29.16,00:48:34.62,174549,174877,pour beer into glass,pour-into,9,beer,231,"['beer', 'glass']","[231, 10]"
P01_09_715,P01,P01_09,00:48:34.349,00:48:34.56,00:48:35.83,174873,174949,put down glass and can,put-down,1,glass,10,['glass'],[10]
P01_09_716,P01,P01_09,00:48:38.249,00:48:37.86,00:48:38.70,175071,175122,open oven,open,3,oven,46,['oven'],[46]
P01_09_717,P01,P01_09,00:48:39.249,00:48:38.67,00:48:40.52,175120,175231,check pizza,check,24,pizza,91,['pizza'],[91]
P01_09_718,P01,P01_09,00:48:40.249,00:48:40.62,00:48:41.41,175237,175284,close oven,close,4,oven,46,['oven'],[46]
P01_09_719,P01,P01_09,00:48:44.190,00:48:43.72,00:48:44.58,175423,175474,take bottle,take,0,bottle,15,['bottle'],[15]
P01_09_72,P01,P01_09,00:03:22.680,00:03:22.07,00:03:23.11,12124,12186,take oil,take,0,oil,31,['oil'],[31]
P01_09_720,P01,P01_09,00:48:46.469,00:48:46.74,00:48:47.49,175604,175649,open bottle,open,3,bottle,15,['bottle'],[15]
P01_09_721,P01,P01_09,00:48:49.979,00:48:47.70,00:48:50.90,175662,175854,turn on tap,turn-on,6,tap,0,['tap'],[0]
P01_09_722,P01,P01_09,00:48:50.979,00:48:50.54,00:48:59.92,175832,176395,pour water into bottle,pour-into,9,water,27,"['water', 'bottle']","[27, 15]"
P01_09_723,P01,P01_09,00:49:01.519,00:49:00.02,00:49:01.82,176401,176509,turn off tap,turn-off,8,tap,0,['tap'],[0]
P01_09_724,P01,P01_09,00:49:03.589,00:49:02.73,00:49:04.92,176563,176695,put down bottle,put-down,1,bottle,15,['bottle'],[15]
P01_09_725,P01,P01_09,00:49:07.950,00:49:06.14,00:49:08.67,176768,176920,take bowls,take,0,bowl,7,['bowl'],[7]
P01_09_726,P01,P01_09,00:49:12.140,00:49:11.22,00:49:14.66,177073,177279,open fridge,open,3,fridge,12,['fridge'],[12]
P01_09_727,P01,P01_09,00:49:14.969,00:49:15.45,00:49:16.65,177327,177399,put bowl into fridge,put-into,5,bowl,7,"['bowl', 'fridge']","[7, 12]"
P01_09_728,P01,P01_09,00:49:18.009,00:49:16.75,00:49:18.90,177405,177534,put bowl into fridge,put-into,5,bowl,7,"['bowl', 'fridge']","[7, 12]"
P01_09_729,P01,P01_09,00:49:20.329,00:49:19.04,00:49:22.29,177542,177737,close fridge,close,4,fridge,12,['fridge'],[12]
P01_09_73,P01,P01_09,00:03:23.680,00:03:22.62,00:03:23.97,12157,12238,open oil,open,3,oil,31,['oil'],[31]
P01_09_730,P01,P01_09,00:49:33.349,00:49:31.51,00:49:33.84,178290,178430,open the oven,open,3,oven,46,['oven'],[46]
P01_09_731,P01,P01_09,00:49:39.219,00:49:37.75,00:49:44.45,178665,179067,take olives,take,0,olive,83,['olive'],[83]
P01_09_732,P01,P01_09,00:49:46.890,00:49:45.81,00:49:55.73,179148,179743,spread olives onto pizza,spread-onto,27,olive,83,"['olive', 'pizza']","[83, 91]"
P01_09_733,P01,P01_09,00:49:59.719,00:49:55.20,00:50:01.95,179712,180117,close oven,close,4,oven,46,['oven'],[46]
P01_09_734,P01,P01_09,00:50:08.359,00:50:07.69,00:50:08.86,180461,180531,take sponge,take,0,sponge,9,['sponge'],[9]
P01_09_735,P01,P01_09,00:50:09.359,00:50:08.64,00:50:10.14,180518,180608,turn on tap,turn-on,6,tap,0,['tap'],[0]
P01_09_736,P01,P01_09,00:50:10.400,00:50:10.19,00:50:12.97,180611,180778,rinse sponge,rinse,2,sponge,9,['sponge'],[9]
P01_09_737,P01,P01_09,00:50:13.999,00:50:12.84,00:50:14.09,180770,180845,take washing up liquid,take,0,liquid:washing:up,22,['liquid:washing:up'],[22]
P01_09_738,P01,P01_09,00:50:14.999,00:50:14.19,00:50:16.69,180851,181001,pour washing up liquid,pour,9,liquid:washing:up,22,['liquid:washing:up'],[22]
P01_09_739,P01,P01_09,00:50:16.930,00:50:16.79,00:50:17.64,181007,181058,put down washing up liquid,put-down,1,liquid:washing:up,22,['liquid:washing:up'],[22]
P01_09_74,P01,P01_09,00:03:24.870,00:03:24.31,00:03:26.22,12258,12373,pour oil,pour,9,oil,31,['oil'],[31]
P01_09_740,P01,P01_09,00:50:17.930,00:50:17.74,00:50:27.11,181064,181626,wash spoon,wash,2,spoon,1,['spoon'],[1]
P01_09_741,P01,P01_09,00:50:26.660,00:50:26.43,00:50:27.52,181585,181651,put down spoon,put-down,1,spoon,1,['spoon'],[1]
P01_09_742,P01,P01_09,00:50:27.660,00:50:27.25,00:50:27.75,181635,181665,take measuring cup,take,0,cup:measuring,13,['cup:measuring'],[13]
P01_09_743,P01,P01_09,00:50:28.660,00:50:27.84,00:50:28.77,181670,181726,empty measuring cup,empty,20,cup:measuring,13,['cup:measuring'],[13]
P01_09_744,P01,P01_09,00:50:29.660,00:50:28.48,00:50:32.31,181708,181938,wash measuring cup,wash,2,cup:measuring,13,['cup:measuring'],[13]
P01_09_745,P01,P01_09,00:50:32.249,00:50:32.41,00:50:33.05,181944,181983,put down measuring cup,put-down,1,cup:measuring,13,['cup:measuring'],[13]
P01_09_746,P01,P01_09,00:50:34.440,00:50:33.15,00:50:35.15,181989,182109,take cutting board,take,0,board:cutting,18,['board:cutting'],[18]
P01_09_747,P01,P01_09,00:50:35.440,00:50:34.94,00:50:41.21,182096,182472,wash cutting board,wash,2,board:cutting,18,['board:cutting'],[18]
P01_09_748,P01,P01_09,00:50:42.719,00:50:41.31,00:50:44.60,182478,182676,continue washing cutting board,wash,2,board:cutting,18,['board:cutting'],[18]
P01_09_749,P01,P01_09,00:50:47.449,00:50:46.33,00:50:47.07,182779,182824,take spoon,take,0,spoon,1,['spoon'],[1]
P01_09_75,P01,P01_09,00:03:26.060,00:03:26.46,00:03:28.58,12387,12514,close oil,close,4,oil,31,['oil'],[31]
P01_09_750,P01,P01_09,00:50:48.449,00:50:47.65,00:50:49.28,182859,182956,move spoon,move,11,spoon,1,['spoon'],[1]
P01_09_751,P01,P01_09,00:50:52.099,00:50:51.75,00:50:52.99,183105,183179,take rolling pin,take,0,pin:rolling,136,['pin:rolling'],[136]
P01_09_752,P01,P01_09,00:50:53.099,00:50:52.67,00:50:53.72,183160,183223,turn on tap,turn-on,6,tap,0,['tap'],[0]
P01_09_753,P01,P01_09,00:51:12.809,00:50:53.74,00:51:10.55,183224,184233,wash rolling pin,wash,2,pin:rolling,136,['pin:rolling'],[136]
P01_09_754,P01,P01_09,00:51:10.969,00:51:09.82,00:51:11.64,184189,184298,turn off tap,turn-off,8,tap,0,['tap'],[0]
P01_09_755,P01,P01_09,00:50:57.709,00:51:11.48,00:51:18.81,184288,184728,wash rolling pin,wash,2,pin:rolling,136,['pin:rolling'],[136]
P01_09_756,P01,P01_09,00:51:19.930,00:51:18.91,00:51:20.38,184734,184822,put down rolling pin,put-down,1,pin:rolling,136,['pin:rolling'],[136]
P01_09_757,P01,P01_09,00:51:20.930,00:51:20.48,00:51:21.38,184828,184882,take tong,take,0,tong,142,['tong'],[142]
P01_09_758,P01,P01_09,00:51:21.930,00:51:21.38,00:51:26.48,184882,185188,wash tong,wash,2,tong,142,['tong'],[142]
P01_09_759,P01,P01_09,00:51:26.539,00:51:26.57,00:51:27.39,185194,185243,put down tong,put-down,1,tong,142,['tong'],[142]
P01_09_76,P01,P01_09,00:03:28.440,00:03:28.68,00:03:30.13,12520,12607,put down oil,put-down,1,oil,31,['oil'],[31]
P01_09_760,P01,P01_09,00:51:28.130,00:51:27.38,00:51:28.70,185242,185322,take knife,take,0,knife,4,['knife'],[4]
P01_09_761,P01,P01_09,00:51:29.130,00:51:28.64,00:51:31.49,185318,185489,wash knife,wash,2,knife,4,['knife'],[4]
P01_09_762,P01,P01_09,00:51:32.150,00:51:31.59,00:51:32.60,185495,185556,take sponge,take,0,sponge,9,['sponge'],[9]
P01_09_763,P01,P01_09,00:51:33.150,00:51:33.47,00:51:34.12,185608,185647,put down knife,put-down,1,knife,4,['knife'],[4]
P01_09_764,P01,P01_09,00:51:35.309,00:51:34.39,00:51:36.48,185663,185788,move plates,move,11,plate,2,['plate'],[2]
P01_09_765,P01,P01_09,00:51:36.309,00:51:35.99,00:51:37.24,185759,185834,take plate,take,0,plate,2,['plate'],[2]
P01_09_766,P01,P01_09,00:51:37.309,00:51:38.01,00:51:42.70,185880,186162,wash plate,wash,2,plate,2,['plate'],[2]
P01_09_767,P01,P01_09,00:51:43.599,00:51:42.69,00:51:44.19,186161,186251,put down plate,put-down,1,plate,2,['plate'],[2]
P01_09_768,P01,P01_09,00:51:44.599,00:51:44.29,00:51:46.06,186257,186363,take plate,take,0,plate,2,['plate'],[2]
P01_09_769,P01,P01_09,00:51:45.719,00:51:46.01,00:51:53.21,186360,186792,wash plate,wash,2,plate,2,['plate'],[2]
P01_09_77,P01,P01_09,00:03:31.129,00:03:30.41,00:03:32.04,12624,12722,take measuring cup,take,0,cup:measuring,13,['cup:measuring'],[13]
P01_09_770,P01,P01_09,00:51:54.989,00:51:46.02,00:51:52.21,186361,186732,wash plate,wash,2,plate,2,['plate'],[2]
P01_09_771,P01,P01_09,00:51:52.309,00:51:52.60,00:51:53.85,186756,186831,put down plate,put-down,1,plate,2,['plate'],[2]
P01_09_772,P01,P01_09,00:51:53.989,00:51:53.54,00:51:54.92,186812,186895,take plate,take,0,plate,2,['plate'],[2]
P01_09_773,P01,P01_09,00:51:59.079,00:51:59.13,00:52:00.12,187147,187207,put down plate,put-down,1,plate,2,['plate'],[2]
P01_09_774,P01,P01_09,00:52:00.619,00:52:00.22,00:52:01.42,187213,187285,take bowl,take,0,bowl,7,['bowl'],[7]
P01_09_775,P01,P01_09,00:52:01.699,00:52:01.52,00:52:08.63,187291,187717,wash bowl,wash,2,bowl,7,['bowl'],[7]
P01_09_776,P01,P01_09,00:52:07.789,00:52:08.02,00:52:08.98,187681,187738,put down bowl,put-down,1,bowl,7,['bowl'],[7]
P01_09_777,P01,P01_09,00:52:10.099,00:52:10.26,00:52:12.83,187815,187969,take pan,take,0,pan,5,['pan'],[5]
P01_09_778,P01,P01_09,00:52:13.489,00:52:13.14,00:52:16.63,187988,188197,empty pan,empty,20,pan,5,['pan'],[5]
P01_09_779,P01,P01_09,00:52:19.930,00:52:19.73,00:52:21.57,188383,188494,turn on tap,turn-on,6,tap,0,['tap'],[0]
P01_09_78,P01,P01_09,00:03:32.319,00:03:32.63,00:03:35.98,12757,12958,pour water into bowl,pour-into,9,water,27,"['water', 'bowl']","[27, 7]"
P01_09_780,P01,P01_09,00:52:20.930,00:52:21.07,00:52:32.46,188464,189147,rinse bowl,rinse,2,bowl,7,['bowl'],[7]
P01_09_781,P01,P01_09,00:52:32.640,00:52:32.89,00:52:34.22,189173,189253,put bowl onto rack,put-onto,1,bowl,7,"['bowl', 'rack']","[7, 110]"
P01_09_782,P01,P01_09,00:52:36.049,00:52:34.30,00:52:40.53,189258,189631,rinse plate,rinse,2,plate,2,['plate'],[2]
P01_09_783,P01,P01_09,00:52:41.660,00:52:40.63,00:52:42.25,189637,189735,put plate into rack,put-into,5,plate,2,"['plate', 'rack']","[2, 110]"
P01_09_784,P01,P01_09,00:52:43.299,00:52:42.81,00:52:50.51,189768,190230,rinse plate,rinse,2,plate,2,['plate'],[2]
P01_09_785,P01,P01_09,00:52:49.979,00:52:50.61,00:52:52.79,190236,190367,put plate into rack,put-into,5,plate,2,"['plate', 'rack']","[2, 110]"
P01_09_786,P01,P01_09,00:52:52.430,00:52:52.24,00:52:53.18,190334,190390,take plate,take,0,plate,2,['plate'],[2]
P01_09_787,P01,P01_09,00:52:53.430,00:52:52.92,00:52:58.15,190375,190689,rinse plate,rinse,2,plate,2,['plate'],[2]
P01_09_788,P01,P01_09,00:52:54.430,00:52:58.35,00:53:00.57,190701,190834,put plate into rack,put-into,5,plate,2,"['plate', 'rack']","[2, 110]"
P01_09_789,P01,P01_09,,00:52:58.52,00:53:02.06,190711,190923,put plate into rack,put-into,5,plate,2,"['plate', 'rack']","[2, 110]"
P01_09_79,P01,P01_09,00:03:36.360,00:03:36.08,00:03:37.71,12964,13062,put down measuring cup,put-down,1,cup:measuring,13,['cup:measuring'],[13]
P01_09_790,P01,P01_09,00:53:02.959,00:53:02.83,00:53:03.50,190969,191010,take tong,take,0,tong,142,['tong'],[142]
P01_09_791,P01,P01_09,00:53:03.959,00:53:03.30,00:53:12.86,190998,191571,rinse tong,rinse,2,tong,142,['tong'],[142]
P01_09_792,P01,P01_09,00:53:12.920,00:53:13.28,00:53:14.11,191596,191646,take knife,take,0,knife,4,['knife'],[4]
P01_09_793,P01,P01_09,00:53:13.920,00:53:13.87,00:53:16.65,191632,191799,rinse knife,rinse,2,knife,4,['knife'],[4]
P01_09_794,P01,P01_09,00:53:14.920,00:53:16.75,00:53:17.54,191805,191852,put knife into rack,put-into,5,knife,4,"['knife', 'rack']","[4, 110]"
P01_09_795,P01,P01_09,00:53:17.839,00:53:17.64,00:53:18.66,191858,191919,take rolling pin,take,0,pin:rolling,136,['pin:rolling'],[136]
P01_09_796,P01,P01_09,00:53:19.059,00:53:18.68,00:53:20.08,191920,192004,rinse rolling pin,rinse,2,pin:rolling,136,['pin:rolling'],[136]
P01_09_797,P01,P01_09,00:53:20.849,00:53:20.06,00:53:20.70,192003,192042,take sponge,take,0,sponge,9,['sponge'],[9]
P01_09_798,P01,P01_09,00:53:21.849,00:53:20.80,00:53:34.52,192048,192871,wash rolling pin,wash,2,pin:rolling,136,['pin:rolling'],[136]
P01_09_799,P01,P01_09,00:53:35.880,00:53:28.97,00:53:43.63,192538,193417,rinse rolling pin,rinse,2,pin:rolling,136,['pin:rolling'],[136]
P01_09_8,P01,P01_09,00:00:20.660,00:00:20.43,00:00:21.61,1225,1296,close bag,close,4,bag,19,['bag'],[19]
P01_09_80,P01,P01_09,00:03:37.939,00:03:37.81,00:03:38.90,13068,13134,take spatula,take,0,spatula,20,['spatula'],[20]
P01_09_800,P01,P01_09,00:53:43.009,00:53:42.28,00:53:43.85,193336,193431,put down rolling pin,put-down,1,pin:rolling,136,['pin:rolling'],[136]
P01_09_801,P01,P01_09,00:53:44.599,00:53:43.61,00:53:45.05,193416,193503,take pan,take,0,pan,5,['pan'],[5]
P01_09_802,P01,P01_09,00:53:45.599,00:53:45.15,00:53:49.91,193509,193794,wash pan,wash,2,pan,5,['pan'],[5]
P01_09_803,P01,P01_09,00:53:49.249,00:53:48.58,00:53:49.56,193714,193773,turn off top,turn-off,8,top,42,['top'],[42]
P01_09_804,P01,P01_09,00:53:50.249,00:53:49.34,00:53:50.05,193760,193803,turn on top,turn-on,6,top,42,['top'],[42]
P01_09_805,P01,P01_09,00:53:58.190,00:53:50.75,00:53:59.67,193845,194380,continue washing pan,wash,2,pan,5,['pan'],[5]
P01_09_806,P01,P01_09,00:54:01.069,00:53:59.77,00:54:05.14,194386,194708,rinse pan,rinse,2,pan,5,['pan'],[5]
P01_09_807,P01,P01_09,00:54:06.009,00:54:04.64,00:54:07.08,194678,194824,put pan into rack,put-into,5,pan,5,"['pan', 'rack']","[5, 110]"
P01_09_808,P01,P01_09,00:54:07.089,00:54:07.18,00:54:11.58,194830,195094,rinse spoon,rinse,2,spoon,1,['spoon'],[1]
P01_09_809,P01,P01_09,00:54:12.619,00:54:11.68,00:54:12.32,195100,195139,put down spoon,put-down,1,spoon,1,['spoon'],[1]
P01_09_81,P01,P01_09,00:03:40.409,00:03:38.70,00:03:46.63,13122,13597,stir flour,stir,10,flour,75,['flour'],[75]
P01_09_810,P01,P01_09,00:54:14.869,00:54:12.42,00:54:28.35,195145,196101,rinse cutting board,rinse,2,board:cutting,18,['board:cutting'],[18]
P01_09_811,P01,P01_09,00:54:28.859,00:54:28.35,00:54:30.16,196101,196209,put cutting board into rack,put,1,board:cutting,18,"['board:cutting', 'rack']","[18, 110]"
P01_09_812,P01,P01_09,00:54:29.859,00:54:29.94,00:54:31.13,196196,196267,take measuring cup,take,0,cup:measuring,13,['cup:measuring'],[13]
P01_09_813,P01,P01_09,00:54:31.150,00:54:30.81,00:54:39.86,196248,196791,rinse cup,rinse,2,cup,13,['cup'],[13]
P01_09_814,P01,P01_09,00:54:39.849,00:54:39.66,00:54:42.50,196779,196950,put measuring cup into rack,put,1,cup:measuring,13,"['cup:measuring', 'rack']","[13, 110]"
P01_09_815,P01,P01_09,00:54:45.430,00:54:45.39,00:54:47.26,197123,197235,open oven,open,3,oven,46,['oven'],[46]
P01_09_816,P01,P01_09,00:54:46.430,00:54:46.64,00:54:47.52,197198,197251,check pizza,check,24,pizza,91,['pizza'],[91]
P01_09_817,P01,P01_09,00:54:48.219,00:54:47.66,00:54:49.16,197259,197349,close oven,close,4,oven,46,['oven'],[46]
P01_09_818,P01,P01_09,00:54:50.369,00:54:50.51,00:54:51.26,197430,197475,take cloth,take,0,cloth,17,['cloth'],[17]
P01_09_819,P01,P01_09,00:54:51.369,00:54:51.55,00:54:54.03,197493,197641,turn on tap,turn-on,6,tap,0,['tap'],[0]
P01_09_82,P01,P01_09,00:03:47.319,00:03:46.73,00:03:47.93,13603,13675,take measuring cup,take,0,cup:measuring,13,['cup:measuring'],[13]
P01_09_820,P01,P01_09,00:54:53.039,00:54:53.21,00:54:54.66,197592,197679,rinse cloth,rinse,2,cloth,17,['cloth'],[17]
P01_09_821,P01,P01_09,00:54:54.039,00:54:55.04,00:55:05.07,197702,198304,wipe counter,wipe,2,counter,42,['counter'],[42]
P01_09_822,P01,P01_09,00:55:07.640,00:55:05.20,00:55:08.20,198312,198492,squeeze cloth,squeeze,18,cloth,17,['cloth'],[17]
P01_09_823,P01,P01_09,00:55:08.640,00:55:08.45,00:55:10.59,198507,198635,wipe counter,wipe,2,counter,42,['counter'],[42]
P01_09_824,P01,P01_09,00:55:12.160,00:55:11.42,00:55:17.67,198685,199060,wipe sink,wipe,2,sink,63,['sink'],[63]
P01_09_825,P01,P01_09,00:55:18.869,00:55:18.03,00:55:18.82,199081,199129,turn on tap,turn-on,6,tap,0,['tap'],[0]
P01_09_826,P01,P01_09,00:55:20.660,00:55:20.49,00:55:21.84,199229,199310,turn off tap,turn-off,8,tap,0,['tap'],[0]
P01_09_827,P01,P01_09,00:55:23.160,00:55:21.57,00:55:23.82,199294,199429,squeeze cloth,squeeze,18,cloth,17,['cloth'],[17]
P01_09_828,P01,P01_09,00:55:28.079,00:55:27.12,00:55:30.44,199627,199826,throw something into bin,throw-into,13,bin,36,['bin'],[36]
P01_09_829,P01,P01_09,00:55:30.660,00:55:30.48,00:55:31.11,199828,199866,close bin,close,4,bin,36,['bin'],[36]
P01_09_83,P01,P01_09,00:03:48.319,00:03:48.05,00:03:52.32,13683,13939,pour water,pour,9,water,27,['water'],[27]
P01_09_830,P01,P01_09,00:55:36.079,00:55:33.75,00:55:37.50,200025,200250,wash hands,wash,2,hand,11,['hand'],[11]
P01_09_831,P01,P01_09,00:55:35.079,00:55:34.41,00:55:35.66,200064,200139,turn on tap,turn-on,6,tap,0,['tap'],[0]
P01_09_832,P01,P01_09,00:55:37.140,00:55:37.47,00:55:38.18,200248,200290,turn off tap,turn-off,8,tap,0,['tap'],[0]
P01_09_833,P01,P01_09,00:55:39.829,00:55:40.19,00:55:42.67,200411,200560,dry hands,dry,14,hand,11,['hand'],[11]
P01_09_834,P01,P01_09,00:55:44.189,00:55:43.54,00:55:44.54,200612,200672,take glass,take,0,glass,10,['glass'],[10]
P01_09_835,P01,P01_09,00:55:45.189,00:55:45.14,00:55:49.39,200708,200963,drink beer,drink,60,beer,231,['beer'],[231]
P01_09_836,P01,P01_09,00:55:49.569,00:55:49.49,00:55:50.99,200969,201059,put down glass,put-down,1,glass,10,['glass'],[10]
P01_09_837,P01,P01_09,00:55:52.969,00:55:52.34,00:55:54.59,201140,201275,open oven,open,3,oven,46,['oven'],[46]
P01_09_838,P01,P01_09,00:55:54.009,00:55:54.34,00:55:55.82,201260,201349,check pizza,check,24,pizza,91,['pizza'],[91]
P01_09_839,P01,P01_09,00:55:55.019,00:55:55.54,00:55:56.54,201332,201392,close oven,close,4,oven,46,['oven'],[46]
P01_09_84,P01,P01_09,00:03:51.980,00:03:52.01,00:03:53.44,13920,14006,put down measuring cup,put-down,1,cup:measuring,13,['cup:measuring'],[13]
P01_09_840,P01,P01_09,00:55:58.410,00:55:57.99,00:55:58.69,201479,201521,open cupboard,open,3,cupboard,3,['cupboard'],[3]
P01_09_841,P01,P01_09,00:56:00.930,00:55:59.10,00:56:01.47,201546,201688,take plate,take,0,plate,2,['plate'],[2]
P01_09_842,P01,P01_09,00:56:02.979,00:56:01.37,00:56:03.36,201682,201801,take plate,take,0,plate,2,['plate'],[2]
P01_09_843,P01,P01_09,00:56:04.029,00:56:03.85,00:56:05.12,201831,201907,put down plate,put-down,1,plate,2,['plate'],[2]
P01_09_844,P01,P01_09,00:56:12.019,00:56:05.03,00:56:08.67,201901,202120,put down plate,put-down,1,plate,2,['plate'],[2]
P01_09_845,P01,P01_09,00:56:13.019,00:56:13.62,00:56:15.01,202417,202500,open drawer,open,3,drawer,8,['drawer'],[8]
P01_09_846,P01,P01_09,00:56:15.759,00:56:15.31,00:56:16.03,202518,202561,close drawer,close,4,drawer,8,['drawer'],[8]
P01_09_847,P01,P01_09,00:56:16.759,00:56:16.68,00:56:17.65,202600,202659,open oven,open,3,oven,46,['oven'],[46]
P01_09_848,P01,P01_09,00:56:19.689,00:56:17.75,00:56:21.79,202665,202907,take pizza,take,0,pizza,91,['pizza'],[91]
P01_09_849,P01,P01_09,00:56:24.650,00:56:23.74,00:56:25.89,203024,203153,close oven,close,4,oven,46,['oven'],[46]
P01_09_85,P01,P01_09,00:03:54.970,00:03:53.54,00:04:08.34,14012,14900,stir,stir,10,flour,75,['flour'],[75]
P01_09_850,P01,P01_09,00:56:35.809,00:56:34.66,00:56:39.11,203679,203946,drink more beer,drink,60,beer:more,231,['beer:more'],[231]
P01_09_851,P01,P01_09,00:56:38.920,00:56:37.48,00:56:40.02,203848,204001,put down glass,put-down,1,glass,10,['glass'],[10]
P01_09_852,P01,P01_09,00:56:44.400,00:56:42.54,00:56:45.08,204152,204304,check basil plant,check,24,plant:basil,201,['plant:basil'],[201]
P01_09_853,P01,P01_09,00:56:47.869,00:56:45.65,00:56:48.35,204339,204501,take basil,take,0,basil,201,['basil'],[201]
P01_09_854,P01,P01_09,00:56:53.699,00:56:51.43,00:56:55.08,204685,204904,spread basil leaves,spread,27,leaf:basil,62,['leaf:basil'],[62]
P01_09_855,P01,P01_09,00:56:58.039,00:56:57.05,00:56:58.57,205023,205114,open oven,open,3,oven,46,['oven'],[46]
P01_09_856,P01,P01_09,00:57:00.140,00:56:58.77,00:57:04.42,205126,205465,take pizza,take,0,pizza,91,['pizza'],[91]
